"Timestamp","What is your age?","Which Social Media platform/s do you like the most or use the most?","How much time do you spend on social media in a day?(hrs)","How much time do you spend on physical activities in a day?(hrs)","How much do you feel that you are exposed to inappropriate content on these platforms?","Have you ever been a victim of any of these cyber crimes?","Which type of communication do you generally prefer?"
"2022/01/30 12:09:51 pm GMT+5:30","27","Whatsapp;Instagram;Snapchat","More than 4","1 to 2.5","2","Fake profiles",""
"2022/01/30 12:10:03 pm GMT+5:30","21","Instagram;Youtube","Up to 4","None","10","Photos being misused","Through phone;Text message"
"2022/01/30 12:10:31 pm GMT+5:30","24","Twitter;Whatsapp;Facebook;Instagram","Up to 4","Up to 4","1","Fake profiles","Through phone"
"2022/01/30 12:10:42 pm GMT+5:30","28","Hike","More than 4","1 to 2.5","8","Photos being misused","Through phone;Face to face"
"2022/01/30 12:10:52 pm GMT+5:30","25","Facebook;Youtube","Less than 1","None","9","Fake profiles;Hacking",""
"2022/01/30 12:11:03 pm GMT+5:30","26","Twitter;Facebook;Hike","Less than 1","1 to 2.5","1","Photos being misused","Text message;Face to face"
"2022/01/30 12:11:18 pm GMT+5:30","27","Twitter;Whatsapp;Facebook;Instagram;Hike","More than 4","More than 4","0","Photos being misused;Hacking","Face to face;Through social media"
"2022/01/30 12:11:36 pm GMT+5:30","25","Facebook;Instagram;Hike","1 to 2.5","More than 4","1","Fake profiles;Hacking",""
"2022/01/30 12:11:41 pm GMT+5:30","28","Twitter;Youtube","More than 4","Up to 4","8","Photos being misused","Text message;Face to face"
"2022/01/30 12:11:50 pm GMT+5:30","22","Twitter;Whatsapp;Facebook;Instagram","1 to 2.5","Up to 4","9","Photos being misused",""
"2022/01/30 12:12:08 pm GMT+5:30","24","Twitter;Whatsapp;Instagram;Youtube;Snapchat","1 to 2.5","Less than 1","7","Hacking","Through social media"
"2022/01/30 12:13:04 pm GMT+5:30","28","Youtube;Hike;Snapchat","More than 4","1 to 2.5","10","Photos being misused;Hacking","Through social media"
"2022/01/30 12:13:19 pm GMT+5:30","20","Whatsapp;Youtube;Hike","Up to 4","More than 4","3","Fake profiles;Photos being misused","Text message;Through social media"
"2022/01/30 12:13:42 pm GMT+5:30","28","Whatsapp;Instagram","Less than 1","More than 4","6","Hacking","Text message"
"2022/01/30 12:13:57 pm GMT+5:30","29","Twitter;Instagram","1 to 2.5","1 to 2.5","7","Photos being misused;Hacking",""
"2022/01/30 12:14:07 pm GMT+5:30","29","Snapchat","1 to 2.5","More than 4","2","Fake profiles;Photos being misused",""
"2022/01/30 12:14:29 pm GMT+5:30","20","Instagram;Youtube","Less than 1","More than 4","3","Fake profiles;Hacking","Face to face"
"2022/01/30 12:14:53 pm GMT+5:30","22","Whatsapp","Less than 1","1 to 2.5","2","Photos being misused;Hacking","Text message;Face to face;Through social media"
"2022/01/30 12:15:05 pm GMT+5:30","25","Snapchat","1 to 2.5","Less than 1","2","Hacking","Through phone;Text message;Face to face"
"2022/01/30 12:15:20 pm GMT+5:30","20","Twitter;Whatsapp;Youtube","Up to 4","More than 4","8","Fake profiles;Hacking","Face to face"
"2022/01/30 12:15:37 pm GMT+5:30","29","Whatsapp","1 to 2.5","1 to 2.5","4","Hacking",""
"2022/01/30 12:15:57 pm GMT+5:30","20","Hike;Snapchat","Less than 1","More than 4","4","Fake profiles","Through social media"
"2022/01/30 12:16:03 pm GMT+5:30","21","Hike","Less than 1","None","8","Fake profiles","Through social media"
"2022/01/30 12:17:04 pm GMT+5:30","22","Hike","Up to 4","Up to 4","7","Photos being misused;Hacking",""
"2022/01/30 12:17:18 pm GMT+5:30","26","Hike;Snapchat","Less than 1","1 to 2.5","4","Hacking","Through phone;Text message"
"2022/01/30 12:17:39 pm GMT+5:30","25","Twitter;Whatsapp;Facebook;Youtube;Hike","Up to 4","Less than 1","0","Photos being misused;Hacking",""
"2022/01/30 12:17:57 pm GMT+5:30","22","Whatsapp;Hike;Snapchat","Less than 1","Less than 1","6","Hacking",""
"2022/01/30 12:18:12 pm GMT+5:30","22","Instagram","Up to 4","1 to 2.5","4","Photos being misused","Through phone"
"2022/01/30 12:18:27 pm GMT+5:30","28","Whatsapp;Facebook;Hike","1 to 2.5","Less than 1","9","Hacking",""
"2022/01/30 12:18:38 pm GMT+5:30","29","Twitter;Whatsapp;Facebook;Snapchat","Less than 1","More than 4","8","Photos being misused","Through social media"
"2022/01/30 12:18:54 pm GMT+5:30","26","Twitter;Whatsapp;Facebook;Youtube","1 to 2.5","Less than 1","1","Photos being misused","Face to face"
"2022/01/30 12:19:15 pm GMT+5:30","27","Whatsapp","1 to 2.5","More than 4","4","Photos being misused;Hacking","Through phone;Through social media"
"2022/01/30 12:19:36 pm GMT+5:30","24","Youtube","Up to 4","Up to 4","10","Photos being misused","Through phone"
"2022/01/30 12:19:45 pm GMT+5:30","25","Hike","Less than 1","Less than 1","6","Photos being misused","Through phone"
"2022/01/30 12:19:58 pm GMT+5:30","27","Whatsapp;Hike;Snapchat","Less than 1","Less than 1","9","Hacking","Face to face"
"2022/01/30 12:20:47 pm GMT+5:30","23","Hike","Less than 1","1 to 2.5","9","Fake profiles","Text message;Face to face;Through social media"
"2022/01/30 12:21:18 pm GMT+5:30","24","Whatsapp","Up to 4","Up to 4","0","Hacking",""
"2022/01/30 12:21:23 pm GMT+5:30","26","Twitter;Whatsapp;Instagram;Hike;Snapchat","Less than 1","1 to 2.5","7","Photos being misused;Hacking","Through phone;Text message"
"2022/01/30 12:21:29 pm GMT+5:30","27","Twitter;Instagram;Youtube","1 to 2.5","1 to 2.5","0","Fake profiles;Hacking","Text message;Face to face;Through social media"
"2022/01/30 12:21:40 pm GMT+5:30","30","Twitter;Snapchat","More than 4","More than 4","9","Fake profiles",""
"2022/01/30 12:22:13 pm GMT+5:30","21","Whatsapp;Instagram","1 to 2.5","More than 4","1","Fake profiles",""
"2022/01/30 12:23:02 pm GMT+5:30","28","Twitter;Whatsapp;Hike;Snapchat","More than 4","1 to 2.5","2","Photos being misused;Hacking",""
"2022/01/30 12:23:25 pm GMT+5:30","29","Twitter","Up to 4","None","4","Fake profiles;Photos being misused","Through phone;Text message"
"2022/01/30 12:23:35 pm GMT+5:30","25","Whatsapp;Facebook","1 to 2.5","Up to 4","9","Fake profiles",""
"2022/01/30 12:23:56 pm GMT+5:30","19","Hike;Snapchat","More than 4","More than 4","10","Photos being misused;Hacking","Through social media"
"2022/01/30 12:24:09 pm GMT+5:30","28","Youtube","More than 4","More than 4","6","Photos being misused;Hacking","Text message"
"2022/01/30 12:24:30 pm GMT+5:30","23","Twitter;Whatsapp;Snapchat","Up to 4","Less than 1","0","Photos being misused","Face to face;Through social media"
"2022/01/30 12:24:50 pm GMT+5:30","30","Facebook;Snapchat","1 to 2.5","None","3","Photos being misused",""
"2022/01/30 12:25:00 pm GMT+5:30","25","Twitter;Instagram;Youtube","1 to 2.5","1 to 2.5","6","Fake profiles",""
"2022/01/30 12:25:14 pm GMT+5:30","27","Twitter","1 to 2.5","Up to 4","4","Photos being misused;Hacking","Through phone"
"2022/01/30 12:25:21 pm GMT+5:30","21","Instagram;Snapchat","Up to 4","More than 4","0","Photos being misused;Hacking","Through social media"
"2022/01/30 12:25:42 pm GMT+5:30","24","Twitter;Youtube;Hike","Up to 4","Less than 1","1","Fake profiles;Hacking","Through phone;Face to face"
"2022/01/30 12:25:54 pm GMT+5:30","20","Instagram","Less than 1","1 to 2.5","10","Hacking","Through social media"
"2022/01/30 12:26:00 pm GMT+5:30","26","Twitter;Whatsapp;Youtube;Snapchat","More than 4","Less than 1","10","Hacking","Through phone"
"2022/01/30 12:26:10 pm GMT+5:30","23","Whatsapp","Up to 4","Less than 1","8","Photos being misused",""
"2022/01/30 12:26:33 pm GMT+5:30","30","Twitter;Facebook;Youtube;Hike","More than 4","More than 4","2","Fake profiles;Photos being misused","Through phone;Face to face;Through social media"
"2022/01/30 12:26:48 pm GMT+5:30","23","Twitter;Instagram;Youtube","Less than 1","None","5","Fake profiles;Photos being misused","Through social media"
"2022/01/30 12:28:26 pm GMT+5:30","19","Facebook;Youtube","Up to 4","Less than 1","8","Photos being misused;Hacking",""
"2022/01/30 12:28:37 pm GMT+5:30","26","Facebook","Less than 1","More than 4","6","Fake profiles;Hacking",""
"2022/01/30 12:29:02 pm GMT+5:30","29","Facebook;Instagram;Hike","Up to 4","None","6","Photos being misused;Hacking","Face to face"
"2022/01/30 12:29:21 pm GMT+5:30","30","Whatsapp;Youtube;Snapchat","Less than 1","None","5","Photos being misused",""
"2022/01/30 12:29:45 pm GMT+5:30","25","Whatsapp;Youtube;Snapchat","1 to 2.5","More than 4","8","Photos being misused",""
"2022/01/30 12:30:08 pm GMT+5:30","22","Youtube","Less than 1","None","1","Fake profiles","Through social media"
"2022/01/30 12:30:16 pm GMT+5:30","29","Whatsapp;Snapchat","Up to 4","Less than 1","8","Hacking","Through social media"
"2022/01/30 12:30:50 pm GMT+5:30","29","Hike","Less than 1","Less than 1","5","Photos being misused",""
"2022/01/30 12:31:12 pm GMT+5:30","29","Whatsapp","Less than 1","More than 4","0","Fake profiles",""
"2022/01/30 12:31:20 pm GMT+5:30","22","Whatsapp","Less than 1","1 to 2.5","5","Photos being misused;Hacking",""
"2022/01/30 12:31:59 pm GMT+5:30","24","Instagram","1 to 2.5","None","6","Photos being misused;Hacking",""
"2022/01/30 12:32:08 pm GMT+5:30","26","Facebook;Instagram","Less than 1","None","4","Hacking","Through phone;Text message;Through social media"
"2022/01/30 12:32:31 pm GMT+5:30","21","Youtube;Hike","1 to 2.5","None","7","Hacking","Through phone"
"2022/01/30 12:32:42 pm GMT+5:30","24","Facebook;Instagram;Hike;Snapchat","More than 4","1 to 2.5","4","Hacking",""
"2022/01/30 12:32:59 pm GMT+5:30","23","Twitter;Whatsapp;Facebook","Up to 4","1 to 2.5","9","Hacking","Face to face"
"2022/01/30 12:33:04 pm GMT+5:30","26","Twitter;Instagram;Youtube;Snapchat","Less than 1","More than 4","4","Photos being misused;Hacking","Face to face"
"2022/01/30 12:33:20 pm GMT+5:30","20","Instagram;Hike;Snapchat","Up to 4","Up to 4","7","Fake profiles;Hacking",""
"2022/01/30 12:33:37 pm GMT+5:30","20","Twitter;Facebook;Hike;Snapchat","More than 4","Less than 1","7","Photos being misused","Face to face"
"2022/01/30 12:33:44 pm GMT+5:30","19","Twitter;Whatsapp;Instagram","1 to 2.5","Less than 1","3","Fake profiles;Hacking","Through phone"
"2022/01/30 12:34:09 pm GMT+5:30","23","Twitter;Youtube;Snapchat","1 to 2.5","More than 4","6","Hacking",""
"2022/01/30 12:34:27 pm GMT+5:30","22","Facebook","1 to 2.5","1 to 2.5","1","Fake profiles;Hacking","Through social media"
"2022/01/30 12:34:52 pm GMT+5:30","26","Whatsapp;Youtube;Hike;Snapchat","1 to 2.5","More than 4","5","Fake profiles",""
"2022/01/30 12:35:09 pm GMT+5:30","22","Twitter;Hike","More than 4","Less than 1","1","Fake profiles",""
"2022/01/30 12:35:34 pm GMT+5:30","22","Whatsapp;Facebook;Youtube;Hike","1 to 2.5","None","1","Fake profiles",""
"2022/01/30 12:37:21 pm GMT+5:30","20","Youtube;Hike","1 to 2.5","More than 4","0","Fake profiles","Face to face"
"2022/01/30 12:37:26 pm GMT+5:30","29","Hike","More than 4","None","0","Fake profiles;Hacking","Through phone"
"2022/01/30 1:02:37 pm GMT+5:30","20","Whatsapp","Up to 4","More than 4","8","Fake profiles;Photos being misused",""
"2022/01/30 1:03:52 pm GMT+5:30","51","Twitter;Whatsapp;Snapchat","Less than 1","Up to 4","5","Photos being misused","Through phone;Face to face"
"2022/01/30 1:04:09 pm GMT+5:30","60","Facebook;Youtube;Snapchat","Less than 1","1 to 2.5","6","Fake profiles",""
"2022/01/30 1:04:23 pm GMT+5:30","37","Twitter;Whatsapp;Snapchat","Up to 4","More than 4","8","Photos being misused",""
"2022/01/30 1:04:49 pm GMT+5:30","57","Whatsapp","1 to 2.5","Up to 4","9","Fake profiles;Photos being misused","Face to face"
"2022/01/30 1:04:54 pm GMT+5:30","44","Whatsapp;Instagram;Youtube","1 to 2.5","None","1","Fake profiles","Through social media"
"2022/01/30 1:05:04 pm GMT+5:30","33","Whatsapp;Youtube","Up to 4","Less than 1","4","Photos being misused;Hacking",""
"2022/01/30 1:05:18 pm GMT+5:30","32","Twitter","1 to 2.5","More than 4","4","Photos being misused",""
"2022/01/30 1:05:24 pm GMT+5:30","54","Whatsapp","1 to 2.5","None","6","Hacking",""
"2022/01/30 1:05:48 pm GMT+5:30","43","Whatsapp;Youtube","Less than 1","More than 4","10","Fake profiles;Photos being misused","Through phone;Text message"
"2022/01/30 1:06:06 pm GMT+5:30","46","Facebook","More than 4","More than 4","0","Fake profiles","Text message;Face to face"
"2022/01/30 1:06:12 pm GMT+5:30","36","Instagram","Up to 4","More than 4","2","Fake profiles;Hacking","Face to face;Through social media"
"2022/01/30 1:06:36 pm GMT+5:30","31","Instagram","1 to 2.5","Less than 1","5","Hacking","Text message"
"2022/01/30 1:06:45 pm GMT+5:30","37","Facebook","More than 4","1 to 2.5","9","Fake profiles;Photos being misused",""
"2022/01/30 1:06:55 pm GMT+5:30","34","Twitter;Whatsapp;Instagram;Youtube","Less than 1","Up to 4","0","Fake profiles;Hacking",""
"2022/01/30 1:07:00 pm GMT+5:30","51","Facebook;Instagram","Up to 4","Less than 1","4","Fake profiles","Text message"
"2022/01/30 1:07:43 pm GMT+5:30","41","Facebook;Hike","1 to 2.5","Up to 4","8","Fake profiles;Photos being misused",""
"2022/01/30 1:08:03 pm GMT+5:30","57","Hike","Up to 4","Up to 4","0","Photos being misused;Hacking","Through phone"
"2022/01/30 1:08:22 pm GMT+5:30","34","Twitter;Whatsapp;Facebook","Less than 1","Less than 1","8","Fake profiles",""
"2022/01/30 1:08:49 pm GMT+5:30","52","Instagram;Youtube","Up to 4","Up to 4","10","Fake profiles;Photos being misused","Through social media"
"2022/01/30 1:08:58 pm GMT+5:30","59","Facebook;Snapchat","1 to 2.5","None","4","Fake profiles","Face to face;Through social media"
"2022/01/30 1:09:12 pm GMT+5:30","32","Whatsapp;Facebook;Hike","Up to 4","None","4","Photos being misused",""
"2022/01/30 1:09:26 pm GMT+5:30","35","Whatsapp;Facebook;Snapchat","Up to 4","None","0","Fake profiles;Photos being misused","Text message"
"2022/01/30 1:09:31 pm GMT+5:30","34","Whatsapp;Instagram;Youtube;Snapchat","Less than 1","Up to 4","1","Fake profiles","Text message"
"2022/01/30 1:09:45 pm GMT+5:30","60","Twitter;Facebook;Instagram;Youtube;Hike;Snapchat","Less than 1","None","0","Fake profiles;Hacking","Through phone"
"2022/01/30 1:09:59 pm GMT+5:30","58","Whatsapp","Less than 1","Less than 1","10","Fake profiles","Text message"
"2022/01/30 1:10:13 pm GMT+5:30","56","Twitter","1 to 2.5","None","1","Fake profiles",""
"2022/01/30 1:10:19 pm GMT+5:30","53","Instagram;Snapchat","Less than 1","Up to 4","8","Photos being misused",""
"2022/01/30 1:10:37 pm GMT+5:30","44","Twitter;Youtube;Hike","1 to 2.5","Up to 4","3","Photos being misused",""
"2022/01/30 1:10:46 pm GMT+5:30","60","Facebook","Less than 1","1 to 2.5","5","Photos being misused;Hacking","Through phone;Through social media"
"2022/01/30 1:10:51 pm GMT+5:30","54","Facebook;Youtube;Snapchat","Up to 4","1 to 2.5","1","Fake profiles","Through social media"
"2022/01/30 1:10:56 pm GMT+5:30","45","Snapchat","Less than 1","More than 4","9","Fake profiles;Hacking","Text message"
"2022/01/30 1:11:13 pm GMT+5:30","52","Twitter;Facebook;Youtube;Snapchat","Less than 1","Up to 4","1","Hacking","Text message;Through social media"
"2022/01/30 1:11:22 pm GMT+5:30","51","Hike","Up to 4","More than 4","0","Photos being misused",""
"2022/01/30 1:11:28 pm GMT+5:30","33","Snapchat","Less than 1","More than 4","9","Photos being misused","Through phone;Through social media"
"2022/01/30 1:11:56 pm GMT+5:30","58","Whatsapp;Instagram;Snapchat","1 to 2.5","Less than 1","10","Photos being misused","Text message;Face to face"
"2022/01/30 1:12:06 pm GMT+5:30","47","Twitter;Whatsapp;Instagram","More than 4","More than 4","7","Fake profiles;Hacking","Through phone"
"2022/01/30 1:12:15 pm GMT+5:30","60","Twitter","More than 4","None","2","Fake profiles","Through social media"
"2022/01/30 1:12:30 pm GMT+5:30","48","Twitter;Facebook;Hike","1 to 2.5","None","1","Fake profiles","Face to face"
"2022/01/30 1:12:56 pm GMT+5:30","52","Snapchat","1 to 2.5","More than 4","3","Photos being misused","Through phone;Text message;Through social media"
"2022/01/30 1:13:10 pm GMT+5:30","32","Twitter;Whatsapp;Facebook;Instagram;Snapchat","More than 4","Up to 4","2","Fake profiles;Hacking",""
"2022/01/30 1:13:16 pm GMT+5:30","30","Facebook","1 to 2.5","More than 4","6","Photos being misused","Through phone;Text message"
"2022/01/30 1:13:22 pm GMT+5:30","53","Snapchat","More than 4","1 to 2.5","10","Fake profiles",""
"2022/01/30 1:13:27 pm GMT+5:30","58","Whatsapp;Instagram;Youtube;Hike;Snapchat","Less than 1","None","9","Fake profiles;Hacking","Through phone;Through social media"
"2022/01/30 1:13:58 pm GMT+5:30","54","Facebook;Hike","More than 4","None","4","Photos being misused","Through social media"
"2022/01/30 1:14:35 pm GMT+5:30","32","Twitter;Facebook;Snapchat","1 to 2.5","None","2","Fake profiles;Hacking",""
"2022/01/30 1:14:44 pm GMT+5:30","55","Instagram;Hike","Up to 4","Up to 4","5","Photos being misused;Hacking","Face to face"
"2022/01/30 1:14:50 pm GMT+5:30","35","Whatsapp;Instagram","1 to 2.5","Up to 4","5","Hacking","Text message;Face to face;Through social media"
"2022/01/30 1:14:56 pm GMT+5:30","52","Facebook;Instagram;Snapchat","1 to 2.5","1 to 2.5","5","Hacking",""
"2022/01/30 1:15:12 pm GMT+5:30","51","Whatsapp","More than 4","None","6","Fake profiles;Photos being misused",""
"2022/01/30 1:15:22 pm GMT+5:30","50","Whatsapp","More than 4","More than 4","9","Hacking","Through social media"
"2022/01/30 1:15:29 pm GMT+5:30","54","Instagram","Up to 4","More than 4","10","Fake profiles","Text message;Through social media"
"2022/01/30 1:15:37 pm GMT+5:30","35","Whatsapp;Facebook;Youtube;Hike;Snapchat","More than 4","1 to 2.5","10","Photos being misused;Hacking","Through phone;Face to face"
"2022/01/30 1:15:44 pm GMT+5:30","30","Twitter","Up to 4","1 to 2.5","9","Fake profiles;Hacking","Through social media"
"2022/01/30 1:16:28 pm GMT+5:30","48","Whatsapp;Facebook;Youtube","Less than 1","1 to 2.5","4","Fake profiles;Photos being misused","Text message"
"2022/01/30 1:16:42 pm GMT+5:30","42","Instagram;Youtube;Hike;Snapchat","Up to 4","More than 4","4","Photos being misused;Hacking","Text message"
"2022/01/30 1:16:49 pm GMT+5:30","32","Facebook;Hike","Less than 1","1 to 2.5","5","Hacking","Through phone;Through social media"
"2022/01/30 1:17:10 pm GMT+5:30","32","Snapchat","More than 4","Less than 1","7","Photos being misused;Hacking","Through phone"
"2022/01/30 1:17:24 pm GMT+5:30","51","Instagram","Less than 1","More than 4","4","Hacking","Face to face"
"2022/01/30 1:17:33 pm GMT+5:30","57","Whatsapp;Facebook;Instagram","More than 4","None","5","Fake profiles;Photos being misused","Through phone"
"2022/01/30 1:18:29 pm GMT+5:30","52","Instagram","Up to 4","None","2","Hacking","Through phone"
"2022/01/30 1:18:44 pm GMT+5:30","37","Facebook;Snapchat","Less than 1","1 to 2.5","4","Photos being misused","Through social media"
"2022/01/30 1:19:38 pm GMT+5:30","60","Instagram;Snapchat","Up to 4","None","5","Fake profiles",""
"2022/01/30 1:20:12 pm GMT+5:30","44","Facebook;Instagram;Youtube;Hike","More than 4","Less than 1","1","Fake profiles;Hacking","Through phone;Text message"
"2022/01/30 1:20:33 pm GMT+5:30","43","Twitter","Up to 4","More than 4","4","Fake profiles;Photos being misused","Face to face"
"2022/01/30 1:20:46 pm GMT+5:30","38","Facebook;Hike;Snapchat","Less than 1","More than 4","4","Fake profiles;Photos being misused","Through phone;Face to face"
"2022/01/30 1:23:21 pm GMT+5:30","56","Facebook;Hike;Snapchat","More than 4","1 to 2.5","1","Photos being misused;Hacking",""
"2022/01/30 1:24:20 pm GMT+5:30","53","Facebook","More than 4","Up to 4","10","Fake profiles",""
"2022/01/30 1:24:37 pm GMT+5:30","55","Whatsapp;Instagram;Youtube;Snapchat","1 to 2.5","Less than 1","2","Photos being misused","Face to face;Through social media"
"2022/01/30 1:24:59 pm GMT+5:30","33","Twitter;Snapchat","More than 4","None","10","Photos being misused;Hacking","Through social media"
"2022/01/30 1:25:27 pm GMT+5:30","41","Facebook;Hike;Snapchat","1 to 2.5","1 to 2.5","4","Photos being misused","Through phone"
"2022/01/30 1:25:49 pm GMT+5:30","56","Twitter","1 to 2.5","Less than 1","7","Fake profiles","Through social media"
"2022/01/30 1:26:54 pm GMT+5:30","54","Whatsapp;Instagram;Youtube","Up to 4","1 to 2.5","1","Fake profiles","Face to face"
"2022/01/30 1:27:08 pm GMT+5:30","56","Whatsapp;Hike","Up to 4","Up to 4","1","Fake profiles","Through social media"
"2022/01/30 1:27:21 pm GMT+5:30","43","Whatsapp;Instagram;Youtube","Less than 1","Up to 4","2","Photos being misused","Through phone;Text message;Through social media"
"2022/01/30 1:28:07 pm GMT+5:30","36","Whatsapp","1 to 2.5","1 to 2.5","1","Hacking","Through phone"
"2022/01/30 1:29:03 pm GMT+5:30","48","Hike","1 to 2.5","Less than 1","2","Fake profiles",""
"2022/01/30 1:29:43 pm GMT+5:30","31","Whatsapp;Facebook;Hike","Up to 4","More than 4","6","Fake profiles",""
"2022/01/30 1:30:19 pm GMT+5:30","48","Instagram;Youtube;Hike;Snapchat","Less than 1","Less than 1","6","Fake profiles","Through phone;Text message"
"2022/01/30 1:30:58 pm GMT+5:30","30","Twitter;Instagram","Up to 4","None","8","Photos being misused","Through phone"
"2022/01/30 1:31:25 pm GMT+5:30","60","Facebook;Instagram;Youtube;Snapchat","Up to 4","Less than 1","3","Photos being misused;Hacking","Through phone"
"2022/01/30 1:31:34 pm GMT+5:30","35","Twitter","Up to 4","Up to 4","7","Hacking","Through phone;Text message;Face to face"
"2022/01/30 1:31:42 pm GMT+5:30","41","Instagram","Up to 4","Less than 1","0","Hacking","Face to face"
"2022/01/30 1:31:50 pm GMT+5:30","47","Twitter","1 to 2.5","More than 4","1","Hacking",""
"2022/01/30 1:31:58 pm GMT+5:30","47","Twitter","Less than 1","None","0","Fake profiles;Photos being misused",""
"2022/01/30 1:32:12 pm GMT+5:30","59","Whatsapp;Facebook","More than 4","Less than 1","7","Fake profiles","Text message;Face to face;Through social media"
"2022/01/30 1:32:40 pm GMT+5:30","44","Twitter;Facebook","Less than 1","1 to 2.5","0","Fake profiles;Hacking","Face to face"
"2022/01/30 1:32:49 pm GMT+5:30","40","Facebook;Instagram","Up to 4","Up to 4","10","Fake profiles;Hacking","Text message;Face to face;Through social media"
"2022/01/30 1:33:53 pm GMT+5:30","50","Facebook;Instagram;Youtube;Hike","1 to 2.5","1 to 2.5","10","Fake profiles","Through phone;Through social media"
"2022/01/30 1:34:00 pm GMT+5:30","58","Twitter;Whatsapp;Hike","More than 4","Up to 4","9","Photos being misused",""
"2022/01/30 1:34:20 pm GMT+5:30","58","Snapchat","Up to 4","More than 4","8","Fake profiles",""
"2022/01/30 1:34:40 pm GMT+5:30","40","Twitter;Facebook;Youtube;Snapchat","More than 4","1 to 2.5","7","Photos being misused",""
"2022/01/30 1:35:42 pm GMT+5:30","40","Twitter;Whatsapp;Facebook;Instagram;Youtube","Up to 4","More than 4","0","Fake profiles","Through phone;Face to face"
"2022/01/30 1:35:57 pm GMT+5:30","37","Whatsapp;Facebook;Instagram","1 to 2.5","1 to 2.5","10","Hacking","Face to face;Through social media"
"2022/01/30 1:36:04 pm GMT+5:30","42","Whatsapp;Instagram;Youtube;Snapchat","Up to 4","Less than 1","10","Photos being misused;Hacking",""
"2022/01/30 1:36:11 pm GMT+5:30","33","Twitter;Hike;Snapchat","Less than 1","1 to 2.5","4","Photos being misused","Face to face"
"2022/01/30 1:37:30 pm GMT+5:30","39","Facebook","More than 4","None","6","Photos being misused","Through phone"
"2022/01/30 1:37:39 pm GMT+5:30","35","Youtube","Less than 1","None","4","Hacking","Face to face"
"2022/01/30 1:37:45 pm GMT+5:30","52","Hike","More than 4","More than 4","8","Fake profiles","Through phone;Face to face"
"2022/01/30 1:38:10 pm GMT+5:30","51","Whatsapp;Facebook;Instagram;Youtube","1 to 2.5","More than 4","2","Fake profiles","Text message;Face to face;Through social media"
"2022/01/30 1:38:31 pm GMT+5:30","52","Hike;Snapchat","Up to 4","Up to 4","4","Photos being misused;Hacking",""
"2022/01/30 1:38:43 pm GMT+5:30","40","Youtube","Up to 4","None","8","Fake profiles",""
"2022/01/30 1:38:56 pm GMT+5:30","51","Whatsapp;Instagram;Snapchat","1 to 2.5","None","1","Photos being misused;Hacking","Text message"
"2022/01/30 1:39:01 pm GMT+5:30","48","Whatsapp;Youtube;Snapchat","Less than 1","None","1","Fake profiles;Photos being misused","Text message"
"2022/01/30 1:39:14 pm GMT+5:30","57","Facebook","More than 4","More than 4","5","Hacking","Text message;Face to face;Through social media"
"2022/01/30 1:39:23 pm GMT+5:30","49","Twitter;Instagram","Less than 1","None","7","Fake profiles",""
"2022/01/30 1:39:39 pm GMT+5:30","48","Snapchat","1 to 2.5","Less than 1","10","Fake profiles;Hacking","Face to face"
"2022/01/30 1:39:48 pm GMT+5:30","37","Twitter;Instagram;Snapchat","More than 4","Up to 4","9","Fake profiles;Photos being misused","Face to face;Through social media"
"2022/01/30 1:39:53 pm GMT+5:30","57","Facebook;Hike","Up to 4","Less than 1","9","Photos being misused;Hacking","Face to face"
"2022/01/30 1:40:03 pm GMT+5:30","32","Twitter;Facebook;Instagram;Hike","More than 4","1 to 2.5","0","Fake profiles;Hacking",""
"2022/01/30 1:40:27 pm GMT+5:30","35","Facebook;Youtube","More than 4","Less than 1","5","Hacking","Through phone;Text message"
"2022/01/30 1:40:39 pm GMT+5:30","46","Facebook;Hike","Up to 4","Up to 4","0","Photos being misused","Through phone;Text message"
"2022/01/30 1:40:52 pm GMT+5:30","39","Whatsapp;Hike","Less than 1","1 to 2.5","1","Photos being misused","Face to face;Through social media"
"2022/01/30 1:41:16 pm GMT+5:30","41","Facebook;Youtube","Less than 1","None","0","Hacking",""
"2022/01/30 1:41:28 pm GMT+5:30","60","Instagram","More than 4","Up to 4","9","Fake profiles;Photos being misused","Through phone;Text message;Face to face"
"2022/01/30 1:41:32 pm GMT+5:30","56","Facebook;Snapchat","More than 4","None","3","Fake profiles","Through phone"
"2022/01/30 1:41:40 pm GMT+5:30","50","Whatsapp;Facebook;Instagram;Snapchat","1 to 2.5","Up to 4","8","Hacking",""
"2022/01/30 1:42:05 pm GMT+5:30","32","Twitter;Whatsapp;Youtube;Snapchat","Up to 4","Up to 4","1","Fake profiles",""
"2022/01/30 1:42:15 pm GMT+5:30","31","Youtube;Hike","More than 4","Up to 4","9","Fake profiles;Photos being misused",""
"2022/01/30 1:42:55 pm GMT+5:30","51","Twitter","More than 4","1 to 2.5","1","Photos being misused;Hacking",""
"2022/01/30 1:43:08 pm GMT+5:30","46","Whatsapp;Instagram;Youtube","More than 4","Less than 1","7","Fake profiles",""
"2022/01/30 1:43:12 pm GMT+5:30","56","Instagram","Up to 4","More than 4","3","Fake profiles;Hacking","Text message"
"2022/01/30 1:43:27 pm GMT+5:30","48","Twitter","1 to 2.5","1 to 2.5","1","Hacking",""
"2022/01/30 1:43:36 pm GMT+5:30","36","Facebook","1 to 2.5","Up to 4","4","Fake profiles;Photos being misused",""
